,name,first_seen,scan_date,size,trojan,virus,worm,backdoor,label
39,../data/2017-10-20/d1ed5e761444644dee683f5afff67f21d839d612259ab66b1d7063e13154fccd,2017-09-20,2017-10-20,122368,2,6,25,2,worm
40,../data/2018-03-14/3ea343fe39c2f3d7decdd8c2f474f2a250cc06fb825405cde8b6b9ba7ef806ab,2018-03-14,2018-03-14,257536,19,0,0,23,backdoor
41,../data/2018-03-14/53443551181ce0c70ba7d35b990fd6aa2d11948cb52fbdfe74e4324780f639aa,2018-03-14,2018-03-14,3072,15,0,0,0,trojan
42,../data/2018-03-14/cd4aa460833ba2ad33ddbaae6885da8672af6e9df2af7de4150660ef4c4c7678,2018-03-14,2018-03-14,9086,19,0,0,0,trojan
43,../data/2017-10-20/9f571e2ca8f5a9dc2c90551690625bae28a6e8f52dcbaae93e01efaa34828e14,2017-10-18,2017-10-20,35180,34,0,1,5,trojan
44,../data/2018-03-14/708a7038d83f07b4744bfced98a70eef4b9e542e62fcff681a523ae0d36e5d97,2018-03-14,2018-03-14,59236,5,0,35,0,worm
45,../data/2017-10-20/8ccc984de8dc6fac27700d781709d668d9601229572c056c8fa99698cf73f85e,2017-10-20,2017-10-20,1713829,17,0,4,19,backdoor
46,../data/2017-10-20/1f836485ed524f8ee68ace64db4cafe3814204807caacc31568992915595361a,2017-10-20,2017-10-20,98304,4,15,0,1,virus
47,../data/2017-10-20/9366a18dbd97f6cc6bb6883c5ce612e1dc1a580220f0b235db991dcd3b50ad6d,2017-04-03,2017-10-20,18818,26,0,0,0,trojan
48,../data/2018-03-14/73f3b6eb951c81c6f4454b2c30a3f5ff24309a082bc74932c38b23c9df776374,2018-03-14,2018-03-14,11704,2,12,0,0,virus
49,../data/2018-03-14/983e41d42be4305b64828835d8725bbef81cebfdd799d760ab9881d7052fee81,2018-03-14,2018-03-14,19896,4,12,0,0,virus
50,../data/2018-03-14/048546814bf42c9371dbd6a3a997d037d620ef2c76e0fb2df66714ca33a7bc8e,2018-03-13,2018-03-13,12288,1,16,0,0,virus
51,../data/2018-03-14/18bcef94b1ded8600b59f591b0b9e758ac19a6e71377151ad9c5dcdada4043ce,2018-03-14,2018-03-14,15800,1,9,0,0,virus
52,../data/2017-10-20/eb8ec0262965657d534f062d6c6fe34fb1cd4e3bad3d794861616c6519f0cba8,2017-09-20,2017-10-20,31456,39,0,0,1,trojan
53,../data/2018-03-14/b18c4128d61b8ae1a20f5d4fa92e6404ffc056cd124f915efe2c443dd9d6d430,2018-03-13,2018-03-13,614400,14,0,0,16,backdoor
54,../data/2018-03-14/d2b3549660f4c17ca84a5772dd8ce60110b6cafd5cac89c9d1297da5b518771c,2018-03-10,2018-03-14,7680,11,1,0,0,trojan
55,../data/2017-10-20/ab9b2e3a8b9ed49ef8390f5d210e4a280ba4e5aad6d5ce3bfca8529fe3709f02,2017-10-20,2017-10-20,78336,5,1,33,2,worm
56,../data/2018-03-14/c4aa09c34a6c5702647dc630b0d2dcb821cfe6f9add859236a07dc0225f97838,2018-03-14,2018-03-14,51380,5,0,33,0,worm
57,../data/2017-10-20/dc473a7273a3996befbe0102f34d9df17749563c605f9e6829079e90cb3bca3d,2017-10-20,2017-10-20,43008,3,17,0,1,virus
58,../data/2018-03-14/2f670d0134ccc69e690d11d5fc9c8c35de618d7357795b3487bd94ca50059fc9,2018-03-13,2018-03-13,4466,21,0,0,0,trojan
59,../data/2017-10-20/e0ddca6860575203ce5e75b9b56426a84d2ea75712ea53feb9bcfffcebc119f2,2017-10-20,2017-10-20,186368,3,16,0,0,virus
60,../data/2017-10-20/8e9fa5fe7a033fbef085ae773c6c30952096f03d0728c89f1176d2e7c8e6f548,2017-10-20,2017-10-20,4948,23,0,0,0,trojan
61,../data/2017-10-20/54902c79b78d406992c52824dd6b9420e3a40c5044c4d9c825a648a409824778,2017-09-20,2017-10-20,51418,30,0,0,0,trojan
62,../data/2018-03-14/6a626d703429bae94ac490b67a9655a92bfb2abf66d0f357db51ca3be0e8bcf6,2017-01-12,2018-03-14,189856,0,3,0,0,virus
63,../data/2017-10-20/948aef6bfa2a92e0efe33117969f73646410dbd315cff181eed676e5593d37c1,2017-10-18,2017-10-20,6749401,11,6,13,0,worm
64,../data/2017-10-20/1af3c95ad5892718cab65ceb8629ed879a243d1ee1c340d5197c61d76ee70c56,2017-10-20,2017-10-20,178949,2,0,30,1,worm
65,../data/2017-10-20/e90791128b2483bf91bbf1f7df774bdbf6882c4029afdbfdff9014216c33eb11,2017-10-20,2017-10-20,442368,4,1,34,0,worm
66,../data/2018-03-14/726356b0197f6f0d2e9232a3d027e73cec8981b879824e8c60087a08ba0fd483,2018-03-14,2018-03-14,960456,17,0,4,18,backdoor
67,../data/2017-10-20/dfcb329062de6e2c8f8f74c55872cc07108cbcc2279a624e8d41a41dd8d8e13b,2017-10-19,2017-10-20,167712,2,18,0,0,virus
68,../data/2017-10-20/f5a2060e34b7d137d4fac2c16bfc4664fa3e7d2ab6aa4dccd2d3a64b2efb308c,2017-10-20,2017-10-20,1046311,17,0,4,19,backdoor
69,../data/2017-10-20/d58e515ba3f701562bf84c18807d631709a317fe00569ef76d9d41602f0ba121,2017-10-20,2017-10-20,238527,10,18,0,0,virus
70,../data/2018-03-14/7431f8b5ee0a20d01bb02f30613dd4109b587a15dc8f3b861d78809b661d0f3c,2018-03-11,2018-03-14,774656,18,0,0,27,backdoor
71,../data/2018-03-14/73969bb4bd8fe5959bfb018b580571cb6766d819b1593fccecc39245fb592bca,2018-03-13,2018-03-13,11228,24,0,0,0,trojan
72,../data/2018-03-14/73ce349b821245cb10344e711c15ae545909422963b36482a25b7d9ca2a1f4d9,2018-03-14,2018-03-14,1134463,9,1,4,16,backdoor
73,../data/2018-03-14/88b5d8f0aa347317905a32804624af4d28df98569e7c7e05d8a48cf388e99811,2018-03-14,2018-03-14,16896,1,17,0,0,virus
74,../data/2017-10-20/8e65cacdb3d8f8068ebb1387d3fe40d032b45de18cad2e5db8f78962e82a0d7e,2017-10-18,2017-10-20,87061,14,0,23,0,worm
75,../data/2017-10-20/cbc8769f55816e022e39f997a0eb353072979b5068f4f58538b1a8a1963b4071,2017-10-16,2017-10-20,193536,3,14,0,0,virus
76,../data/2017-10-20/b01545b0c28a5db94d670b386a81ed01efeb9da167dbc6d81f0f98eb80230a12,2017-10-19,2017-10-20,9778,8,0,0,0,trojan
77,../data/2018-03-14/6c0a1ebee2ffacc7d95f2d35c1965ed909c1b88b42c56c1e76b67cd85f92c3b0,2018-03-14,2018-03-14,93696,4,2,29,2,worm
78,../data/2017-10-20/0e556dce5506b438043e80b3757182cbde87d5eee8856907d3196fbb9e8740d8,2017-10-20,2017-10-20,231424,2,17,0,0,virus
79,../data/2017-10-20/d3316a21b933520e8e56316f5389dab63095562e7068c1fe22ba25830ed7098e,2017-10-18,2017-10-20,4757843,14,4,15,0,worm
80,../data/2018-03-14/1ed0ad9bb50f0197d30c6157afc228a7440dfcb982d3287c8ed09efeb5be00e4,2018-03-13,2018-03-13,11052,22,0,0,0,trojan
81,../data/2017-10-20/4ae5f9133d909e5d30e64b4451feabc6d567c1e7f2b99ee3e681b30627fa5049,2017-10-20,2017-10-20,206336,3,4,28,2,worm
82,../data/2017-10-20/e122a9f9af7464bdc04a433ac52dce702bee43033d3673cf04b94e57dc68c8c4,2017-09-20,2017-10-20,47847,16,1,0,0,trojan
83,../data/2018-03-14/c84744b40dbfd56927f1a29d78b6d473d19d24631d04a1a6d94c910ab410d9f1,2018-03-14,2018-03-14,6814,22,0,0,0,trojan
84,../data/2017-10-20/b1bf20bc5c7a9a5f4d48a2bd5258a46ffe0d023d9984f76de1a5cd5b504906dc,2017-10-20,2017-10-20,85504,4,1,34,2,worm
85,../data/2017-10-20/4accff5382c99677fc10e67314cb5999c6d3f82699c02940b3032d15c2200037,2017-10-20,2017-10-20,212992,3,16,0,1,virus
86,../data/2018-03-14/7a6341aeda7821c5167645fa9ba62ab8b8702d0bf8322cce53bd8b35962dde55,2018-03-14,2018-03-14,7680,11,0,0,0,trojan
87,../data/2018-03-14/1c7a750750478f38859f6225f71e173baba5a6122ec2f23b24020e641e9d8104,2018-03-13,2018-03-13,10680,2,12,0,0,virus
88,../data/2017-10-20/a6d191cd33d6a170cd6e2324dc60ae785f63fdf6d218fec08a272116b2b7dbe5,2017-10-20,2017-10-20,2381352,17,0,4,19,backdoor
89,../data/2018-03-14/52f4fbeabd903d9cfb0cd19eea4e9cda29fb89572e275933e3ce91fab6bdc1c0,2018-03-14,2018-03-14,19968,1,18,0,0,virus
90,../data/2017-10-20/0abf7963bbf543ca8df2892d581d4676d2b8b05b05aab662829c1b0c239e3bc5,2017-10-19,2017-10-20,28160,3,3,0,0,trojan
91,../data/2018-03-14/c577c1d5423fdb6731c7f87e7933bc70f44d6c4e4bc2a96b917110bdf9230d54,2018-03-13,2018-03-13,16384,1,17,0,0,virus
92,../data/2018-03-14/6788bfa3f7390067f82b7829998eaa145ed6d3595ccee63e110e1c3bc01a856e,2018-03-14,2018-03-14,40326,2,0,30,0,worm
93,../data/2017-10-20/b6f42dfe68877e02b7ac4962653cf0bad97f0d9c0af6cd0ba26ce5014625e3b1,2017-10-20,2017-10-20,9778,28,0,0,0,trojan
94,../data/2018-03-14/b8f2eb047372c7bc20054697fd8f3f88fa535ea4b61a169f7ef6986332cd9d90,2018-02-28,2018-03-14,8192,16,0,0,0,trojan
95,../data/2018-03-14/2016f81e1864c624881c619603d49b254dfd0800747f6000ea843bfebadf11b2,2018-03-05,2018-03-14,6144,11,0,0,0,trojan
96,../data/2018-03-14/52b26713e35683b00c0d9940c29f200afd06da49bf18919d6560df61ddb6f3af,2018-03-13,2018-03-13,784406,7,0,0,14,backdoor
97,../data/2017-10-20/dd22873c200c39e190b798177b13a4b6be4340696ff0b84074d0d37d64e7e068,2017-10-20,2017-10-20,238592,10,18,0,0,virus
98,../data/2017-10-20/477e9a60800c93e05a606ea43aef7f8f5f254ff1cc22a95f9356ed204df8d161,2017-10-18,2017-10-20,1667584,19,0,4,21,backdoor
99,../data/2018-03-14/9ae6fe0d7ae3b1a869d409f831e345c9450ba071eca7828532c5df430a8ceb0b,2018-03-13,2018-03-13,10752,11,0,0,0,trojan
100,../data/2017-10-20/184aa96f6b64dcb0b0f43be9802bd36c5e57dc736427f25d7dbc209fcfa64678,2017-10-18,2017-10-20,53248,4,16,0,1,virus
101,../data/2018-03-14/cc55dadb4a8320acb5812632df25a8fc4210c7c7a8b6a747c8ec44ffa01c9c49,2017-05-26,2018-03-14,189856,0,3,0,0,virus
102,../data/2018-03-14/7a69768c7d5fa88a8da09f2e40a46646eb312a0b109cd84e8cd2109e33c3b0c3,2018-03-13,2018-03-13,27783,3,0,13,0,worm
103,../data/2017-10-20/008b09d053a6630529db75d19648b6f3ccb48cab2a62deb18a7770f0d5bc663c,2017-10-20,2017-10-20,212992,4,16,0,1,virus
104,../data/2018-03-14/aab8679069b06fb54a5cc621525d72ce059423127cbf6ce11b7e945382732172,2018-03-14,2018-03-14,97685,4,0,14,0,worm
105,../data/2017-10-20/a2782b6cbc855db2fc880fe40bd5399fea246a7ddbb69733e1a7b96c7a88651b,2017-10-20,2017-10-20,2422897,15,0,4,20,backdoor
106,../data/2017-10-20/4ce93d3e45a1c4ec2815dab81cc4bbad56effca5eac2b240f251a5e5acae470f,2017-10-20,2017-10-20,43008,3,15,0,1,virus
107,../data/2017-10-20/330c610d0af02472f17d812e7855f1aa3c8d3aab06a3f2b4354cf11f09a7dcc7,2017-10-19,2017-10-20,34304,0,16,0,0,virus
108,../data/2017-10-20/c7d0281e86e23161ea28c9aaa4e768f07f1da9294a5323334ca9f975cc70d679,2017-10-20,2017-10-20,139264,10,2,14,0,worm
109,../data/2018-03-14/9ac7a7a19f854e37ab19ad90f375f65619a7d1650f0191474c1d2e1fda129fd8,2018-03-13,2018-03-13,21503,13,0,21,0,worm
110,../data/2018-03-14/4c133b1dba7ee616a57579a8cb6501db248d41ff823400d4590985a7f04c0aac,2018-03-13,2018-03-13,10752,1,17,0,0,virus
111,../data/2017-10-20/20f9372019809fb24ef2fcce94b1de67f256130e9160ea33cd9009c2df3f50d4,2017-10-13,2017-10-20,1792851,4,0,17,0,worm
112,../data/2017-10-20/65518d5d8f8bd32512f9ffb401baee0d0e9801bc8b70c37020f9fa300524155a,2017-09-20,2017-10-20,32830,36,0,1,1,trojan
113,../data/2017-10-20/ae236246d8d9620db98982bcccdb875d0aa8ed3a08f8cc7f5f88a55c7d217ef0,2017-10-19,2017-10-20,1188724,7,2,27,0,worm
114,../data/2018-03-14/61349c5339676774ed541b1542aab372dc45fc288956ad0d8c064829137b6865,2018-03-14,2018-03-14,16384,1,10,0,0,virus
115,../data/2017-10-20/0f3c2e164d69c1acea793e7155fad009955f975581a54f797e2aae27731845f1,2017-10-18,2017-10-20,2768947,15,4,16,0,worm
116,../data/2017-10-20/06d4651c368b97403eb6bf64bb177377de0506218755cc229671f63f1ba0af29,2017-10-20,2017-10-20,983040,4,1,34,0,worm
117,../data/2017-10-20/7c2ff35dec13c06c3d37407ca5d9ad9f80455b983160897e64b4c31700c87553,2017-10-20,2017-10-20,442368,4,1,33,0,worm
118,../data/2018-03-14/0f82da49b5bdab62a56a42b737b69713a281b6594d7c2fafc56cbeb3b3b367dc,2018-03-14,2018-03-14,20992,1,13,0,0,virus
119,../data/2018-03-14/728a8cf45056760fa89783edea3deac81a23c40be30fc8d94c19eabddec55049,2018-03-14,2018-03-14,965124,16,0,4,18,backdoor
120,../data/2017-10-20/b4e25de65ba3571b09d8983dc6d17c1c91e4a1092d02fda433fd48b1bd564d5e,2017-10-20,2017-10-20,212992,4,16,0,1,virus
121,../data/2018-03-14/5c44d959b37539795fd5331dae9db87126aa11cfcc6b031f519e162931336656,2018-02-26,2018-03-14,6144,11,0,0,0,trojan
122,../data/2018-03-14/ce79757b8663bc2095092595f0f0073b0296f759ad9bd2b240df23d19b76757f,2018-03-13,2018-03-13,393216,11,0,6,16,backdoor
123,../data/2017-10-20/a771c3c28dd9da9e3a1ac2b626f17a1cb15676d27eb035a3b9c784bb724bb6fd,2017-06-21,2017-10-20,195072,4,13,1,5,virus
124,../data/2018-03-14/241a7f55bbb83f4356da367dfafbc81c977f220efbe5e51068b5699ae32df2b4,2018-03-14,2018-03-14,12216,2,12,0,0,virus
125,../data/2017-10-20/0109a58bd2b2c61e60aa86eee5bf3cb5fe5c9917107604c07aaae10a2826b01b,2017-10-20,2017-10-20,45056,0,18,0,0,virus
126,../data/2017-10-20/83c81269eb97e041e9140d4345a3d2c1b697e132cc08f2ff25720a6068fc8a55,2017-10-20,2017-10-20,9778,29,0,0,0,trojan
127,../data/2018-03-14/5c8609dbf174a2fdf90bce65790a3290b3dc0986a7a00e113a920b8f1f7e9eac,2018-03-14,2018-03-14,47556,5,0,33,0,worm
128,../data/2018-03-14/a564f698e07efbaa4d89097f6698e5796c2beb6976c6060e4963f557f718d9a7,2018-03-13,2018-03-13,393216,9,0,6,15,backdoor
129,../data/2017-10-20/894b4bda4b248dce0710aa2af2be304dc525c7ec09c1e665491342f7e49dac7d,2017-10-20,2017-10-20,86016,3,16,0,1,virus
130,../data/2018-03-14/d3d5f8957c79827f0ee0ec3265c044c69753093c16ada8980b38e54aa287a782,2018-03-14,2018-03-14,75564,6,0,20,1,worm
131,../data/2018-03-14/2a7bced36519982a77320adc5f9f8f17d6283a544bafd6671ef80ad8072121bf,2018-03-13,2018-03-13,17336,2,12,0,0,virus
132,../data/2018-03-14/3678ba1d7e402e124ff13096158643e86452a4dc07dc056cf43fbfccd569eac2,2018-03-14,2018-03-14,241664,19,0,3,20,backdoor
133,../data/2017-10-20/4bcf03fbebaf070e495e1cdf79fa99ca3d9ea2659dd76adda1a4777b5bce8085,2017-10-20,2017-10-20,186880,3,16,0,0,virus
134,../data/2017-10-20/048e5eb6c09dc1e66a3678037e1f772a1825a1d89f366d27133e268476d6db1a,2017-10-20,2017-10-20,1193600,18,0,4,21,backdoor
135,../data/2018-03-14/d896477663e0a45657f8564a9ca683ff922b135e40ef5adf1e4c8701df51eadf,2018-03-14,2018-03-14,6144,6,0,0,0,trojan
136,../data/2018-03-14/532f6da1fb1ce0dfab7904165e17004764b64b493afc7e789585306ab5871427,2018-03-14,2018-03-14,49152,17,0,22,0,worm
137,../data/2018-03-14/5e3afb87eeec4e42a3756faac82c0d2f89f9ca7ef5156f8b13be588608bf60b1,2018-03-14,2018-03-14,61440,4,1,32,2,worm
138,../data/2017-10-20/72bb0be2087ebbbd7e72f5b0cbbde29859df46e5a2fdb51a89049cf720281b88,2017-09-20,2017-10-20,67575,6,1,33,0,worm
139,../data/2018-03-14/cb31d0c209b0a018f41b50e8ad6cfc033144fcc943110f9b92d025aabff53439,2018-03-13,2018-03-13,13312,1,18,0,0,virus
140,../data/2017-10-20/6f2a5cf8d801614d26477893730b31244da89c8262d80ed992ee78458584a95b,2017-10-20,2017-10-20,1218382,17,0,4,19,backdoor
141,../data/2017-10-20/276939fd148ecc778c9eb56b09f10cbe9b72b2334c5bcb3a90941780e89a5b97,2017-10-18,2017-10-20,24306,32,0,0,0,trojan
142,../data/2018-03-14/d4d3374d88592ec48ab42e08d46e65ac4e015cc9b7f84d9e898948faac46888a,2018-03-13,2018-03-13,54874,2,0,12,0,worm
143,../data/2018-03-14/d2783d2cc3650f8fc9f7fad873dde812ea6682d605755309cb3014e00a808215,2018-03-14,2018-03-14,61440,4,1,32,2,worm
144,../data/2017-10-20/b4a99c2ed4c2c13626f3d21a76bb6cd766ef59de29a99f03cfac302ad14dd401,2017-10-20,2017-10-20,52224,13,0,2,6,trojan
145,../data/2017-10-20/12aeed57a43506146c03f498765699cff9190c015c6238a98c70f49886940d8f,2017-10-20,2017-10-20,226784,0,16,0,0,virus
146,../data/2018-03-14/60574a6b197b790d50d881bbd1ec40ab35ab4c8b9dce8190e056980a73f3da03,2018-03-14,2018-03-14,14264,2,12,0,0,virus
147,../data/2017-10-20/637593c70bee9b3682c32a2921f6687497d3908a91ba8903c9c19045b4a9367f,2017-10-05,2017-10-20,38938,5,0,0,0,trojan
148,../data/2017-10-20/1623193001f3b6f746d4d08b0906e49c1850a444f2ab52246ac5f36f7283cb4c,2017-09-20,2017-10-20,197527,8,11,0,1,virus
149,../data/2018-03-14/42722fc29009217adfce4756854600db15b5709874d70d5b457c647aeed3ef8a,2018-02-27,2018-03-13,8192,4,0,1,0,trojan
150,../data/2017-10-20/486c257cf4b9fdfe0194d9dfb3bf968037b5d2bd0f3fde0c7bda505514b2fd52,2017-10-20,2017-10-20,723452,1,2,15,0,worm
151,../data/2018-03-14/7ef3d60854d0217a813a46fc44bdd2a80d2159e1f7fe989f728801025e19c3bc,2018-03-13,2018-03-13,98304,13,0,15,0,worm
152,../data/2017-10-20/ef7f0f3e2d8a5d64bbf4fb648f0e93effb97de81b53c58560bd9b4b980af65df,2017-10-20,2017-10-20,3602048,17,0,4,19,backdoor
153,../data/2017-10-20/9df484bcd38fd46329921a4033bde44afaed4bbf94d4984fde1d482b1be2a915,2017-10-20,2017-10-20,1685205,16,0,4,21,backdoor
154,../data/2017-10-20/040f0b5214d9962c5f5f98e7460650bd84db9a5cfaad014b71fefa54333c1afc,2017-09-20,2017-10-20,51712,16,0,2,7,trojan
155,../data/2017-10-20/e478109f15e9975bdfc3121e62c370d4c6a6325a7fa0623e5bca389f6b873f0e,2017-10-20,2017-10-20,151552,11,2,12,0,worm
156,../data/2017-10-20/0f321e075c4b6888a690c6d89e1b69b9bfa55a0e874fb3ea777016fc27a68f41,2017-10-20,2017-10-20,210394,0,17,0,0,virus
157,../data/2017-10-20/e3b2b00584718606cc0e5229cb7ca318d3d1a07c278af5e545b26497b4443b3b,2017-10-20,2017-10-20,3575690,17,0,4,18,backdoor
158,../data/2018-03-14/87086ce44a872f442fde911330cdd37fd72c69e12c17152a5079268572d0ddfe,2018-03-13,2018-03-13,17408,1,17,1,0,virus
159,../data/2018-03-14/5fbe37160f8a6fb1d0332331c2a9bc534e8885cac88bb3d25dbf5fec0c163c1e,2018-03-14,2018-03-14,13312,6,0,0,0,trojan
160,../data/2017-10-20/dc452ce86009b795570ee9fc13b36585c2ae02828d2cc64e9a190a2a7f47e2fc,2017-10-20,2017-10-20,48128,10,1,1,3,trojan
161,../data/2017-10-20/307fca9d90ad4d044137f8378b3ba3e69b2790b1d1cb403cda5fbd10c603ac07,2017-10-20,2017-10-20,48128,6,0,0,0,trojan
162,../data/2017-10-20/c04bfaaa849efd11a8cc79c31f7aa0dec57bd524a2df59b7a4be5d42c6acc73e,2017-10-20,2017-10-20,206336,3,4,28,2,worm
163,../data/2017-10-20/888bdfde8e14ead9fc6ec6a2202bf66bf65e3a53195b06f4bce498ceef608868,2017-10-20,2017-10-20,172032,2,18,0,0,virus
164,../data/2018-03-14/8600e94f67d9e0548a7422b0f4c5ebb37f5204429cbc81ff0ab12a4825cdac36,2018-03-13,2018-03-13,16384,1,18,0,0,virus
165,../data/2018-03-14/cfd28bb5bd00fdca51aecf4e5848f6967bb671f052d44ba6c048d86f1ce8f96a,2018-03-13,2018-03-13,10752,1,17,0,0,virus
