name,first_seen,scan_date,size,trojan,virus,worm,backdoor,label
../data/2017-11-20/ae06c939e688ad717a47dbfa8760a0c67ce829365261a43ee5daaf9326ef51fa,2016-05-26 08:51:41,2016-05-26 08:51:41,182784,11,0,0,0,trojan
../data/2017-11-20/608d1e3c592eb6834cd1f79e3f01f5e180f275fe52546ebdf989172d18404ad2,2017-03-18 10:07:19,2017-03-21 03:20:00,248717,22,0,0,0,trojan
../data/2017-11-20/c6536381b286b3ac89291b82f5991780c96ab2728798bd9146168809fd585d23,2016-03-04 14:37:54,2016-05-09 22:29:30,360448,17,0,0,0,trojan
../data/2017-11-20/7f6092558dc27c5ca05e667ad355fe388158bd7817d66156c0c314f28870c14e,2016-03-15 03:17:15,2016-07-07 07:20:59,348036,26,0,0,0,trojan
../data/2017-11-20/7ffc71cf20cf0e0e4985b41663d03d4c12537a1d751b1d4c06cfb63ca6e61dde,2016-02-29 22:41:03,2016-03-14 07:16:34,434176,25,0,0,0,trojan
../data/2017-11-20/995fefe4ffb90d7f884a74b61707b5ac4cf27a6bd784c938c650066d15ba6ddf,2016-03-10 03:31:53,2016-03-19 07:59:43,483328,17,0,0,0,trojan
../data/2017-11-20/6a638bbd892d900b2ed8680d599126b60c8d1f92bda74ad3790591204851ebf7,2016-04-28 20:15:09,2016-05-16 14:53:02,179712,14,0,0,0,trojan
../data/2017-11-20/56fa6d582b471f1a7f0df5a078bee1cf7018b846b8acdbe5352725bc8200780e,2016-03-18 09:40:49,2016-07-16 05:41:34,481280,17,0,0,0,trojan
../data/2017-11-20/075de6d5b1f3501b6c84a1d8306abf377cd68ffa677bf2965f0a72d31c808cf9,2016-03-02 15:56:07,2016-03-10 08:40:32,397312,29,0,0,0,trojan
../data/2017-11-20/aa96defdc0aae52628fccc5f77ca62a747dc5e8cfe1fa6bc8f4f530301fd7017,2016-03-08 15:46:19,2016-03-14 11:41:41,359936,16,0,0,0,trojan
../data/2017-11-20/235b01e3e4ea203b8b3cf524c921821436fbf3dd6fcbc6d5610fe048731fb960,2015-11-30 05:38:39,2015-11-30 05:38:39,293623,12,0,0,0,trojan
../data/2017-11-20/e7d91e35492db5829625d808c5d2140c742985ad209b971226b298eddaff93b8,2017-05-11 00:57:23,2017-07-05 12:17:50,307200,26,0,0,0,trojan
../data/2017-11-20/5e4c3fbc8b319e42beda0bdb7f2305d34444be92ec7b2bc9b1de3a4b486144cb,2017-10-16 09:32:17,2017-10-18 06:38:45,598528,21,0,0,0,trojan
../data/2017-11-20/aa964caab52edb4f277ba778098b672c7c84ee83a20714c6e4bc43a68470e558,2016-03-03 10:06:18,2017-05-04 21:11:15,372736,26,1,0,0,trojan
../data/2017-11-20/7e9dc695fa671680871d62dd8521b4833fcbfc00a4e5da792083b38c7870d7cd,2016-02-29 22:39:16,2016-03-07 22:41:13,434176,23,0,0,0,trojan
../data/2017-11-20/c443c96270fd5610a8f20d69af13e334ec72f1b4a9e6cc1ec60534dd7c03ef97,2016-02-16 03:34:41,2016-02-16 03:34:41,606208,7,0,0,0,trojan
../data/2017-11-20/effb584a9d9235c821f9e1cb87510357bb63d93cef767f2f935a7900c3e58780,2017-06-09 16:41:11,2017-06-09 16:41:11,636416,12,0,0,0,trojan
../data/2017-11-20/b3a850d2572eaab768fad7c1a603206a429efdd56527fe44deca9d68c8956eb2,2016-08-01 17:52:10,2016-08-01 17:52:10,323584,12,0,0,0,trojan
../data/2017-11-20/6e3245a6e28d4448b60b51be2210855bf8697a495585e1b05282c5a243c5cce3,2017-03-06 05:31:12,2017-03-08 03:37:59,274084,14,1,0,0,trojan
../data/2017-11-20/2ccd1864c6ba08ea2dac6d2934d4261479e49bf8828db13667cf939d11c09d7b,2017-08-25 10:04:44,2017-08-28 10:45:03,614400,23,0,0,1,trojan
../data/2017-11-20/5f835d7ffe29f305071a6f6252678867636733705e635178bd295a08b47da627,2016-02-25 05:46:14,2016-02-25 05:46:14,335872,19,0,0,0,trojan
../data/2017-11-20/2711cb6b6863af1745ef02adf4a5fcf45a932103c367283ff804473654d13997,2016-03-14 23:35:32,2016-04-26 04:11:27,405225,27,0,0,0,trojan
../data/2017-11-20/b9e9dc47d5ec8b7efeed8d9202ddd7c3876e594b987108fb6ff4ffb375f0e25c,2016-03-11 10:54:22,2016-05-18 09:28:15,216576,29,0,0,1,trojan
../data/2017-11-20/8af9b0459588a8b0c20c38362c535050154393ad800e35dec61839a8bd5ae644,2016-03-12 15:34:58,2016-05-18 12:12:19,328704,30,0,0,0,trojan
../data/2017-11-20/e7e960c027f474e3d3f3ffdfb34a490d01d4fa1c460c2a13697b68b4d794c9e7,2017-05-13 00:51:02,2017-05-13 00:51:02,376129,20,0,1,0,trojan
../data/2017-11-20/021f424442d875015214f9690f2af770e3fc99567a44ff38f76ec3dc7440099f,2016-03-08 14:39:58,2016-03-16 07:35:14,360448,15,0,0,0,trojan
../data/2017-11-20/2cfc6ba1772661dd434d8daf79b89e96343c9841709819f3eac7d5aea13b04d5,2017-03-07 10:31:36,2017-03-28 20:52:41,274084,27,0,0,0,trojan
../data/2017-11-20/fe6d47a3282c91dcb731eab4864a642d3e77898dfd5be544fcee0c24b73cc3c9,2016-03-19 22:53:43,2017-04-29 15:21:39,325632,18,1,0,0,trojan
../data/2017-11-20/e789068cd21fe7514b55c03e3dc3ad536a34aa930753597acc9d6cf9d1b7ff55,2016-04-28 12:33:46,2017-05-06 21:26:07,180224,11,0,0,0,trojan
../data/2017-11-20/c90efa27a08a20a5b140d33130797ef15158798fb791ccc6470671ffd5443b61,2016-02-17 10:19:47,2016-04-03 20:49:43,638976,28,1,0,0,trojan
../data/2017-11-20/f983ee673676eee21258b1fd562cf06c858d729f1b5eb012f9bcef1b84b2f742,2017-02-26 21:20:59,2017-03-28 20:57:46,262329,18,1,0,0,trojan
../data/2017-11-20/99558bd56619b03f829da30a03710358caff05f73a0c1f19cefcb53467fb9574,2016-02-14 16:37:37,2016-02-15 17:32:19,618496,14,0,0,0,trojan
../data/2017-11-20/cb4c87d6789ded5df1a99ee597b74d4ab18564112b6c543e0177cbae4d13836e,2016-03-07 09:51:08,2016-05-02 19:46:07,416768,28,0,1,0,trojan
../data/2017-11-20/b92fda23d7f6dda7c06d9d95f7255650cd94bd68ffa0ad1566ba0d3ef97d2a18,2016-03-02 23:05:44,2016-07-03 07:35:19,368640,25,0,0,0,trojan
../data/2017-11-20/e0b79e90164fe405b8043e4e6ca25e3036516d05222ea7b5c0119aa661822d9b,2015-11-20 04:50:31,2016-10-21 15:55:40,264827,21,0,0,0,trojan
../data/2017-11-20/e2e61a8a6732d08cec5dd624288db0afe52a0f1e803b5c6b3a1e149808c55748,2016-04-15 22:44:37,2016-04-15 22:44:37,278528,22,0,0,0,trojan
../data/2017-11-20/62f7c40832c97fd723e20c52e09605d2acf816be8a935bd573e85c0f370b11fb,2016-02-22 23:11:43,2016-04-04 18:47:38,358912,22,0,0,0,trojan
../data/2017-11-20/7e23c1f52d0e95e79f12e1de88952de203d89150b02ad4497849fb0f97ad5d99,2016-09-02 07:35:04,2016-09-02 07:35:04,315392,28,0,0,0,trojan
../data/2017-11-20/328c2edd4d2a51f46dfdd3c7881515d5c5c7ca3b3ad469c0db654e8235fde8d2,2015-11-29 05:35:13,2015-11-29 05:35:13,256271,12,0,0,0,trojan
../data/2017-11-20/21edbb401c790e9ea9d88a2c48a840bf71959af2443eb3544c859dcf1e66c8ed,2016-03-14 19:41:15,2017-09-28 10:43:37,420799,21,0,0,0,trojan
../data/2017-11-20/9bdef7118c6fb58ce5e594e41f7c94671bac7cf5ead4cf64c8e4bb6d0d73ab9c,2016-04-03 06:56:21,2016-04-03 06:56:21,241664,9,0,0,0,trojan
../data/2017-11-20/c59d98bc93eead3ed7eb92a0f597705b20f12753e476d9f9239fe8e65ba8e568,2016-06-27 19:50:10,2016-07-04 03:34:50,336896,27,0,0,0,trojan
../data/2017-11-20/ceb505fd24cc893efbcf222e8af1adefc247f7695ea583ebbac9faea45be6fac,2017-05-15 00:30:26,2017-05-16 03:06:04,540672,24,0,0,0,trojan
../data/2017-11-20/399bd972fd7001eb144785d63d7ac2df9a82abcbc2a4b25126c3d65acf234c7f,2016-03-02 02:16:46,2016-03-20 09:11:43,441002,15,0,0,0,trojan
../data/2017-11-20/c11b9d1ba0badcc063eb6e60894b7f4f0932e4f73d037f05e06c80d72833b328,2016-12-02 12:54:14,2016-12-05 02:05:20,245756,15,0,0,0,trojan
../data/2017-11-20/ecaf3c61c99e6d5a5bc4088f80e5baca08b69c0389142280836836b72a584e1d,2016-10-27 21:35:56,2017-02-05 05:15:41,226304,21,0,0,0,trojan
../data/2017-11-20/0a605935da8dd95b37190e8a083b8357ef035e4850d335609ace78d2cc93ffe4,2016-03-17 05:10:29,2016-07-15 02:40:40,334848,17,0,0,0,trojan
../data/2017-11-20/721947ef8543575c16014f349a5e8270d798df3e9a8094e7dec1750a7c409c4d,2016-03-10 22:47:31,2016-08-04 11:00:21,553984,19,0,0,0,trojan
../data/2017-11-20/479747c31f9ecdb225610b70371a14cb881d55ffe86f8054ff234e947bc3814b,2016-03-02 22:14:17,2016-03-11 09:19:28,372736,25,0,0,0,trojan
../data/2017-11-20/740daf570938bd5c1c46801fc31aade010a304aeb4244ba68f9726fa7593b80d,2016-03-19 14:35:09,2016-04-03 09:08:01,389120,26,0,0,0,trojan
../data/2017-11-20/4626274fa3286ac4f498414e939065815a0292b01d5cbeee45d96c751f2360c3,2016-02-04 07:48:37,2016-04-19 07:15:01,770048,29,0,0,0,trojan
../data/2017-11-20/83b4e827d1de408e04d12cdcb09d47190791ad6b9e6bb5c61c7273654e9a6663,2016-04-12 13:27:27,2016-04-12 13:27:27,286720,11,0,0,0,trojan
../data/2017-11-20/44b6aea2596381b0c315a1486702ed57e2372cb56ec776f1a3bacfaabf12f103,2016-04-03 07:35:44,2016-07-02 07:06:06,225792,24,0,0,0,trojan
../data/2017-11-20/c537cb58414aea18348c12f7dbf79060580b1e4bbbf1256b42ba04b317a7eab6,2016-02-14 14:04:00,2016-02-23 09:25:56,618496,26,0,0,0,trojan
../data/2017-11-20/3155b7c8852049f733de6fff807abbd57ba2e495212170f5ac37ac4378dd4fd6,2016-04-03 09:55:52,2016-04-17 17:25:52,372736,14,0,0,0,trojan
../data/2017-11-20/3168f12bc02a7be35cdbc453768584cb90d8ad5e560f821eb62f57fb77015034,2016-03-07 13:42:52,2016-05-16 14:06:03,289792,27,0,0,0,trojan
../data/2017-11-20/a0f5676978f413c3edde760798d059f0dfb79df70d4986415a82fce53f2c6e94,2016-04-01 16:11:49,2016-04-18 16:19:13,168960,24,0,0,0,trojan
../data/2017-11-20/da00bc03335b88031ea1df5f1428e01d98425930c58d9abd393c3a63446d1d82,2016-05-25 17:11:54,2016-05-25 17:11:54,729961,16,0,0,0,trojan
../data/2017-11-20/2d546860c4ba37a643837712b631ba591b7ed200026c5fb31df85e1e9a2b36fd,2016-03-02 16:41:23,2017-05-23 21:10:57,322048,28,0,0,1,trojan
../data/2017-11-20/20c5b027df5be17ac6c3eb5407bb78cd005270e262d074ba151198eabe6c116f,2016-02-23 06:13:28,2016-02-23 06:13:28,376832,14,0,0,0,trojan
../data/2017-11-20/0cd3f52c0471a21692f3bafde0d292a942a80e1954ae169a4df7b074cb92c2be,2016-04-20 08:44:53,2016-04-27 08:46:02,370688,24,0,0,0,trojan
../data/2017-11-20/115e48bd9326314685b8b8f51c3a19fc200d231cca99b445d38d71784e2e8a8d,2016-03-11 18:51:10,2017-04-29 14:57:25,552960,19,0,0,0,trojan
../data/2017-11-20/a20a0f9939017a46c5c99cf38143c009cbef5685f0ac8d5063bb709e1ffed7d1,2016-03-07 06:48:21,2016-04-28 04:50:45,315392,30,0,0,0,trojan
../data/2017-11-20/a1596136fe5f12521e5ee1bc05429459453ff8cc8a12bf35f23738ef1c0ce8eb,2016-10-03 23:53:13,2016-10-10 23:53:52,186880,16,0,0,0,trojan
../data/2017-11-20/485bc7fee24be7b07166ac8c3f69a3ee1d817e09260d1baca939df228c5f1ec3,2015-11-30 10:26:55,2016-10-18 13:10:49,297033,21,0,0,0,trojan
../data/2017-11-20/020347a2fcbbb1c9697e8454fa8d0fa27f05094e2bfdd2a9a9aa1cb9e566ec3a,2015-11-18 13:43:27,2017-01-22 04:45:18,253341,22,0,0,0,trojan
../data/2017-11-20/5b32671194b820d93b23622ff821895a642b78ba0b13024ae47761fca4fba60c,2015-12-19 10:06:40,2015-12-19 10:06:40,104448,7,0,0,0,trojan
../data/2017-11-20/75f8577561640d9c5098da683397670e0f3bef37952efe0ab286d0a3af70a819,2016-04-07 08:02:13,2016-04-26 09:08:26,265728,25,0,0,0,trojan
../data/2017-11-20/dfe7cb875e910a010a11969a971eda018778b0158f3709d81cd25b90db0a3e7c,2015-11-25 06:01:01,2015-12-03 10:47:37,260374,17,0,0,0,trojan
../data/2017-11-20/aeb54d4c8fb4cd650b7801a27f5012e083c898bbd45be0eaa50c3b878a66d5b0,2016-05-16 09:02:53,2016-05-23 09:04:46,770048,14,0,0,1,trojan
../data/2017-11-20/9c6a1f1cfa28a38b53b798fc6aa4214a69a46df1da5d6fc288f08eec8bb30c8e,2017-04-01 05:00:54,2017-04-04 03:05:11,245326,24,0,0,0,trojan
../data/2017-11-20/3ba2830d02e0e933bf93c09122feafab37a1625690c0e65605a6ed053deb9f98,2016-03-18 06:50:47,2016-04-07 14:52:10,416084,21,0,0,0,trojan
../data/2017-11-20/fccaeacc5ff12c665dfefdcb7219191768434c6fdb29fbd5028a4411bee109d8,2016-03-08 18:09:49,2016-03-15 18:12:33,499712,16,0,0,0,trojan
../data/2017-11-20/b248f14907585bc11367030a40f9aff9b2cae7b7e570bca37104d4373af4773a,2015-11-11 19:58:09,2015-11-11 19:58:09,260451,9,0,0,0,trojan
../data/2017-11-20/e14604bca891ef4c8e907b2d0fee00484d7cc00e5c34b5119a6c38adbf4861fc,2016-12-16 11:26:03,2017-01-05 15:28:09,205312,13,0,0,0,trojan
../data/2017-11-20/c4cb0c9f80052afbe5a634ad245092bad86d26194b84545a580422ab1ed5b839,2016-04-15 01:37:48,2016-04-22 01:38:43,233472,23,0,0,0,trojan
../data/2017-11-20/abe845169754443d13dc3583de98525cdb9d1250377a3187d4fe21eb10547055,2016-04-07 20:53:58,2016-04-25 14:45:33,186880,31,0,0,0,trojan
../data/2017-11-20/13d1886e4c59f3722a1b0e1ffce8e863df8e0a77dcdf801177753673d89d25ab,2017-03-04 06:26:07,2017-03-04 06:26:07,268985,20,0,0,1,trojan
../data/2017-11-20/096d987620c2332721827590415a68d1e9dca4bb722f5d72740f845ced38f235,2016-02-26 05:25:40,2016-04-19 07:09:50,385024,25,0,0,0,trojan
../data/2017-11-20/adb1746bba6a80a6c21d50e43ff594b01999a0c4026e1d556df7fbe41fc79ea1,2017-04-27 12:25:55,2017-04-28 03:22:24,248717,20,0,0,0,trojan
../data/2017-11-20/7847f9183a656f572f3cecfd1188ebcee84bbf1e7f25c1ccb287d7936567886b,2016-04-12 03:18:04,2016-04-19 03:18:58,278528,22,0,0,0,trojan
../data/2017-11-20/59e41ddd00ec0f9375bee65606258c6695e320af3b28344687085ab278492da1,2016-03-02 02:05:10,2016-03-11 09:25:19,351232,25,0,0,0,trojan
../data/2017-11-20/ada7b7ec70f724dd17dde617d6a80eb64d6b40835749ccd36dcf677cf6fa063e,2016-02-14 03:12:37,2016-02-21 03:15:29,630784,24,0,0,0,trojan
../data/2017-11-20/07407e618eb87d680f2800fa48c2f425b3f4f53dee483ad4732626d29216bd1f,2016-04-25 05:38:52,2016-04-25 05:38:52,356864,7,0,0,0,trojan
../data/2017-11-20/5639f08b41392045dc26d2d3f63210dd816655ffaee1bf6ae46c5c0e0574ead1,2016-03-16 14:50:37,2016-03-17 15:32:22,323584,5,0,0,0,trojan
../data/2017-11-20/f4b512d57c2ce0ab4cff2be07466a237a9b89a7c6789de718b0ccc346bb0ee46,2015-11-29 01:45:54,2015-11-29 01:45:54,268830,12,0,0,0,trojan
../data/2017-11-20/6996f36eea3fe2a0c2a158074abc8aa2217dc49873c7114815e002d41fae3cc7,2016-03-18 00:35:51,2016-03-18 00:35:51,491520,13,0,0,0,trojan
../data/2017-11-20/179c8ec8f48a067084ad55e96c226d3587cada5da368a814385a1910a4342e9d,2016-03-10 19:55:51,2016-03-10 19:55:51,401408,24,0,0,1,trojan
../data/2017-11-20/70a443f84aae5e88824df72d39f797b7aa5ba00aa82940f16c23d1b5bcee5cce,2016-03-27 16:56:14,2017-08-15 01:53:55,344064,28,0,0,0,trojan
../data/2017-11-20/ee498e84d8e9195226ddc71109aacbcafd64c1e0d9386ae91f54f7d4e2bc34f8,2017-05-06 09:40:34,2017-05-09 20:34:51,347457,22,0,0,0,trojan
../data/2017-11-20/04407dce7f9a97cdf12271c91c967c2a904dabd4abfd7294308a80f9f88213bf,2016-03-14 22:10:51,2016-04-26 15:56:11,507904,29,0,0,0,trojan
../data/2017-11-20/2cf3afd8ddf9015691be248d90631d5245e36feef5e93efe1e8fef420e6a3efa,2016-03-15 21:59:41,2016-04-28 05:56:08,405854,28,0,0,0,trojan
../data/2017-11-20/e3e024e68d2d3d499a609d7d3d06ed76ccbb6cff2bf7937f401abea2c743f1d4,2016-04-12 12:46:59,2016-04-12 12:46:59,282624,13,0,0,0,trojan
../data/2017-11-20/112ea2b6b1038c6c2ddde182bf07b305f4af0cce69a51cf5deff09d0f65a263a,2016-02-28 18:51:46,2016-03-17 09:18:12,373102,24,0,0,0,trojan
../data/2017-11-20/3cc7a9e255bde2b7352f800e6cc3841b165ffc0ee327e3040467beba10a9bb2b,2016-04-20 04:33:47,2016-04-20 04:33:47,282624,12,0,0,0,trojan
../data/2017-11-20/f969d6811cc49612e168bfcffdd4d77175f02ea9e152b03bcf751b7886b5faa6,2015-11-29 05:38:37,2015-11-29 05:38:37,256271,10,0,0,0,trojan
../data/2017-11-20/683988611217cedfb0b025c91717ce39ae95b57757a09b999a435ae1b720a994,2016-02-14 01:42:35,2016-05-13 21:55:25,630784,28,0,0,0,trojan
../data/2017-11-20/e355bc1637797a719b457294925a940148e2b807ef4ae538e1b4c153e102ba32,2016-02-23 00:22:30,2016-03-03 08:45:44,339968,29,0,0,0,trojan
../data/2017-11-20/6f593947acc5575934703b0fb111be1090a72399c19abd09ec1e710b720c48a1,2017-10-25 06:16:08,2017-10-27 09:20:51,466944,18,0,0,1,trojan
../data/2017-11-20/b1f38ef79742e99617096f5f5e223972c805a6006af4e29e9ae8bdee6b1a33c5,2016-03-01 03:53:54,2017-04-29 14:28:40,434176,27,0,0,0,trojan
../data/2017-11-20/5c702973ae1cf4d32ffe123c59701f54218815c3dcef513889fa56db5861efd2,2016-03-08 14:41:34,2016-07-15 13:46:54,263168,18,0,0,0,trojan
../data/2017-11-20/eae5d3f5ec0ab11a27b594159005cdaecf7fc268045e116b67912c0b22632461,2016-03-07 12:43:54,2016-03-14 12:44:57,370176,21,0,0,0,trojan
../data/2017-11-20/b1282ad8fcc12f9457fd9344e6dea01dd14edac7c0627482255bc9878c17d6b6,2017-08-23 14:00:20,2017-09-24 01:15:53,623616,26,0,0,0,trojan
../data/2017-11-20/6a3cf3c8a5f533942027cafc642460b00b38c5c92bc641cdda3f4e01f752e94d,2017-03-13 05:15:44,2017-03-14 03:33:28,255177,15,0,0,0,trojan
../data/2017-11-20/d1d1620f351d82b7fe1d7a3d4437e92d1c587ba7a49c54401053751647a05be7,2017-05-08 17:41:24,2017-07-05 12:37:24,245248,26,0,0,1,trojan
../data/2017-11-20/69e5ba1e6bf00106bf4727ddde25f477bc741b79df2c26821e7b45649cfd6eaf,2016-01-12 16:16:52,2016-06-27 09:37:17,351232,24,0,0,2,trojan
../data/2017-11-20/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f,2016-03-20 03:53:49,2017-08-28 22:01:53,323584,18,0,0,0,trojan
../data/2017-11-20/708b398f3313841deff68a839192cc0960688f8df7886d952603b9b011658169,2016-02-27 00:34:00,2016-05-14 05:03:34,364544,27,0,0,0,trojan
../data/2017-11-20/225c13069bea50e1ffa1a9fc9ca9dd3612298454a3f7739cd75ffccb553f67a6,2016-03-02 10:54:56,2017-05-03 21:23:06,335872,22,0,0,0,trojan
../data/2017-11-20/980f7270f9ee374514b3f30dc40d45ee76e398b243efa032e4a5fa3a15517cee,2016-03-13 20:21:42,2016-09-13 19:34:22,555008,21,0,0,0,trojan
../data/2017-11-20/5e7aa4d0be80f014bc11c536a12de13bc551b3ce28d890f10819829d9124b81a,2016-03-13 20:56:48,2016-03-17 15:25:20,480256,17,0,0,0,trojan
